GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ADR001,ADR002
"G5100630","1850","Virginia","510","Floyd","0630","Floyd",217,11
"G5100650","1850","Virginia","510","Fluvanna","0650","Fluvanna",121,114
"G5100670","1850","Virginia","510","Franklin","0670","Franklin",281,147
"G5100690","1850","Virginia","510","Frederick","0690","Frederick",299,39
"G5100710","1850","Virginia","510","Giles","0710","Giles",201,18
"G5100715","1850","Virginia","510","Gilmer","0715","Gilmer",142,
"G5100730","1850","Virginia","510","Gloucester","0730","Gloucester",156,156
"G5100750","1850","Virginia","510","Goochland","0750","Goochland",128,178
"G5100770","1850","Virginia","510","Grayson","0770","Grayson",197,19
"G5100775","1850","Virginia","510","Greenbrier","0775","Greenbrier",245,37
"G5100790","1850","Virginia","510","Greene","0790","Greene",113,51
"G5100810","1850","Virginia","510","Greensville","0810","Greensville",46,89
"G5100830","1850","Virginia","510","Halifax","0830","Halifax",246,413
"G5100833","1850","Virginia","510","Hampshire","0833","Hampshire",308,28
"G5100837","1850","Virginia","510","Hancock","0837","Hancock",105,0
"G5100850","1850","Virginia","510","Hanover","0850","Hanover",152,174
"G5100853","1850","Virginia","510","Hardy","0853","Hardy",348,35
"G5100857","1850","Virginia","510","Harrison","0857","Harrison",264,16
"G5100870","1850","Virginia","510","Henrico","0870","Henrico",598,233
"G5100890","1850","Virginia","510","Henry","0890","Henry",142,87
"G5100910","1850","Virginia","510","Highland","0910","Highland",113,9
"G5100930","1850","Virginia","510","Isle Of Wight","0930","Isle Of Wight",159,67
"G5100935","1850","Virginia","510","Jackson","0935","Jackson",227,0
"G5100950","1850","Virginia","510","James City","0950","James City",36,28
"G5100953","1850","Virginia","510","Jefferson","0953","Jefferson",259,117
"G5100957","1850","Virginia","510","Kanawha","0957","Kanawha",405,76
"G5100970","1850","Virginia","510","King And Queen","0970","King And Queen",96,133
"G5100990","1850","Virginia","510","King George","0990","King George",57,64
"G5101010","1850","Virginia","510","King William","1010","King William",63,147
"G5101030","1850","Virginia","510","Lancaster","1030","Lancaster",52,75
"G5101050","1850","Virginia","510","Lee","1050","Lee",278,17
"G5101053","1850","Virginia","510","Lewis","1053","Lewis",287,13
"G5101057","1850","Virginia","510","Logan","1057","Logan",97,2
"G5101070","1850","Virginia","510","Loudoun","1070","Loudoun",465,183
"G5101090","1850","Virginia","510","Louisa","1090","Louisa",150,265
"G5101110","1850","Virginia","510","Lunenburg","1110","Lunenburg",73,152
"G5101130","1850","Virginia","510","Madison","1130","Madison",138,169
"G5101133","1850","Virginia","510","Marion","1133","Marion",311,0
"G5101135","1850","Virginia","510","Marshall","1135","Marshall",291,2
"G5101137","1850","Virginia","510","Mason","1137","Mason",207,14
"G5101150","1850","Virginia","510","Matthews","1150","Matthews",81,72
"G5101170","1850","Virginia","510","Mecklenburg","1170","Mecklenburg",147,320
"G5101175","1850","Virginia","510","Mercer","1175","Mercer",145,7
"G5101190","1850","Virginia","510","Middlesex","1190","Middlesex",77,67
"G5101193","1850","Virginia","510","Monongalia","1193","Monongalia",426,4
"G5101197","1850","Virginia","510","Monroe","1197","Monroe",281,36
"G5101210","1850","Virginia","510","Montgomery","1210","Montgomery",194,44
"G5101215","1850","Virginia","510","Morgan","1215","Morgan",84,5
"G5101230","1850","Virginia","510","Nansemond","1230","Nansemond",164,98
"G5101250","1850","Virginia","510","Nelson","1250","Nelson",203,185
"G5101270","1850","Virginia","510","New Kent","1270","New Kent",65,95
"G5101275","1850","Virginia","510","Nicholas","1275","Nicholas",136,1
"G5101290","1850","Virginia","510","Norfolk","1290","Norfolk",500,192
"G5101310","1850","Virginia","510","Northampton","1310","Northampton",104,84
"G5101330","1850","Virginia","510","Northumberland","1330","Northumberland",50,141
"G5101350","1850","Virginia","510","Nottoway","1350","Nottoway",55,162
"G5101355","1850","Virginia","510","Ohio","1355","Ohio",529,0
"G5101370","1850","Virginia","510","Orange","1370","Orange",92,159
"G5101390","1850","Virginia","510","Page","1390","Page",282,36
"G5101410","1850","Virginia","510","Patrick","1410","Patrick",192,70
"G5101415","1850","Virginia","510","Pendleton","1415","Pendleton",180,8
"G5101430","1850","Virginia","510","Pittsylvania","1430","Pittsylvania",387,322
"G5101437","1850","Virginia","510","Pocahontas","1437","Pocahontas",106,7
"G5101450","1850","Virginia","510","Powhatan","1450","Powhatan",69,141
"G5101455","1850","Virginia","510","Preston","1455","Preston",275,1
"G5101470","1850","Virginia","510","Prince Edward","1470","Prince Edward",95,163
"G5101490","1850","Virginia","510","Prince George","1490","Prince George",71,97
"G5101510","1850","Virginia","510","Princess Anne","1510","Princess Anne",151,68
"G5101530","1850","Virginia","510","Prince William","1530","Prince William",132,71
"G5101550","1850","Virginia","510","Pulaski","1550","Pulaski",119,36
"G5101553","1850","Virginia","510","Putnam","1553","Putnam",93,14
"G5101555","1850","Virginia","510","Raleigh","1555","Raleigh",38,0
"G5101557","1850","Virginia","510","Randolph","1557","Randolph",179,2
"G5101570","1850","Virginia","510","Rappahannock","1570","Rappahannock",119,91
"G5101590","1850","Virginia","510","Richmond","1590","Richmond",121,41
"G5101593","1850","Virginia","510","Ritchie","1593","Ritchie",170,0
"G5101610","1850","Virginia","510","Roanoke","1610","Roanoke",190,75
"G5101630","1850","Virginia","510","Rockbridge","1630","Rockbridge",290,95
"G5101650","1850","Virginia","510","Rockingham","1650","Rockingham",484,53
"G5101670","1850","Virginia","510","Russell","1670","Russell",432,26
"G5101690","1850","Virginia","510","Scott","1690","Scott",294,15
"G5101710","1850","Virginia","510","Shenandoah","1710","Shenandoah",407,25
"G5101730","1850","Virginia","510","Smyth","1730","Smyth",216,34
"G5101750","1850","Virginia","510","Southampton","1750","Southampton",185,142
"G5101770","1850","Virginia","510","Spotsylvania","1770","Spotsylvania",182,172
"G5101790","1850","Virginia","510","Stafford","1790","Stafford",118,84
"G5101810","1850","Virginia","510","Surry","1810","Surry",74,43
"G5101830","1850","Virginia","510","Sussex","1830","Sussex",90,109
"G5101835","1850","Virginia","510","Taylor","1835","Taylor",131,8
"G5101850","1850","Virginia","510","Tazewell","1850","Tazewell",277,19
"G5101855","1850","Virginia","510","Tyler","1855","Tyler",182,0
"G5101870","1850","Virginia","510","Warren","1870","Warren",114,35
"G5101890","1850","Virginia","510","Warwick","1890","Warwick",20,24
"G5101910","1850","Virginia","510","Washington","1910","Washington",302,70
"G5101913","1850","Virginia","510","Wayne","1913","Wayne",153,4
"G5101930","1850","Virginia","510","Westmoreland","1930","Westmoreland",102,73
"G5101933","1850","Virginia","510","Wetzel","1933","Wetzel",139,1
"G5101937","1850","Virginia","510","Wirt","1937","Wirt",109,0
"G5101953","1850","Virginia","510","Wood","1953","Wood",253,13
"G5101957","1850","Virginia","510","Wyoming","1957","Wyoming",60,1
"G5101970","1850","Virginia","510","Wythe","1970","Wythe",241,66
"G5101990","1850","Virginia","510","York","1990","York",12,7
"G5500010","1850","Wisconsin","550","Adams","0010","Adams",,
"G5500015","1850","Wisconsin","550","Adams-Sauk [multi-county reporting area]","0015","Adams-Sauk (multi-county reporting area)",,
"G5500090","1850","Wisconsin","550","Brown","0090","Brown",,
"G5500150","1850","Wisconsin","550","Calumet","0150","Calumet",,
"G5500170","1850","Wisconsin","550","Chippewa","0170","Chippewa",,
"G5500175","1850","Wisconsin","550","Chippewa-Crawford [multi-county reporting area]","0175","Chippewa-Crawford (multi-county reporting area)",,
"G5500210","1850","Wisconsin","550","Columbia","0210","Columbia",,
"G5500230","1850","Wisconsin","550","Crawford","0230","Crawford",,
"G5500250","1850","Wisconsin","550","Dane","0250","Dane",,
"G5500270","1850","Wisconsin","550","Dodge","0270","Dodge",,
"G5500390","1850","Wisconsin","550","Fond du Lac","0390","Fond Du Lac",,
"G5500430","1850","Wisconsin","550","Grant","0430","Grant",,
"G5500450","1850","Wisconsin","550","Green","0450","Green",,
"G5500490","1850","Wisconsin","550","Iowa","0490","Iowa",,
"G5500550","1850","Wisconsin","550","Jefferson","0550","Jefferson",,
"G5500590","1850","Wisconsin","550","Kenosha","0590","Kenosha",,
"G5500650","1850","Wisconsin","550","Lafayette","0650","Lafayette",,
"G5500675","1850","Wisconsin","550","La Point","0675","La Point",,
"G5500710","1850","Wisconsin","550","Manitowoc","0710","Manitowoc",,
"G5500730","1850","Wisconsin","550","Marathon","0730","Marathon",,
"G5500770","1850","Wisconsin","550","Marquette","0770","Marquette",,
"G5500790","1850","Wisconsin","550","Milwaukee","0790","Milwaukee",,
"G5500970","1850","Wisconsin","550","Portage","0970","Portage",,
"G5501010","1850","Wisconsin","550","Racine","1010","Racine",,
"G5501030","1850","Wisconsin","550","Richland","1030","Richland",,
"G5501050","1850","Wisconsin","550","Rock","1050","Rock",,
"G5501090","1850","Wisconsin","550","St Croix","1090","St Croix",,
"G5501110","1850","Wisconsin","550","Sauk","1110","Sauk",,
"G5501170","1850","Wisconsin","550","Sheboygan","1170","Sheboygan",,
"G5501270","1850","Wisconsin","550","Walworth","1270","Walworth",,
"G5501310","1850","Wisconsin","550","Washington","1310","Washington",,
"G5501330","1850","Wisconsin","550","Waukesha","1330","Waukesha",,
"G5501390","1850","Wisconsin","550","Winnebago","1390","Winnebago",,
